combination,K,regime,variable,coefficient,t_statistic,p_value,n_observations
2vars_market_volatility_monetary_policy,3,1,nat_fin_condition_indx,0.01381054947996859,2.49973561419389,0.014114735365728937,356.0
2vars_market_volatility_monetary_policy,3,1,vix,-0.03795541746262921,-6.065693954003104,2.5581803786423052e-08,356.0
2vars_market_volatility_monetary_policy,3,2,export_price_index,0.08381424024105369,2.8605474624694485,0.005028866468840487,356.0
2vars_market_volatility_monetary_policy,3,2,nat_fin_condition_indx,0.013454179338161537,2.1847203363563157,0.030949140751795667,356.0
2vars_market_volatility_monetary_policy,3,2,vix,-0.033232408021950544,-5.345371306095105,4.6676131004730337e-07,356.0
2vars_market_volatility_monetary_policy,4,0,export_price_index,0.09249655313266326,2.214379515973526,0.030090542303575996,356.0
2vars_market_volatility_monetary_policy,4,0,vix,-0.036046690118664126,-4.394872023098208,3.8988824111907405e-05,356.0
2vars_market_volatility_monetary_policy,4,1,export_price_index,0.07675714002658682,2.0523107257635345,0.04353990845778588,356.0
2vars_market_volatility_monetary_policy,4,1,nat_fin_condition_indx,0.013807626207046002,2.2303315655347267,0.028639316995170416,356.0
2vars_market_volatility_monetary_policy,4,1,vix,-0.03795366488959884,-5.4156573322914365,6.726282297808694e-07,356.0
2vars_market_volatility_monetary_policy,4,2,export_price_index,0.06815810677240525,1.9953178587502853,0.04993804238015764,356.0
2vars_market_volatility_monetary_policy,4,2,vix,-0.03478864058597604,-4.691221865925305,1.3209897052002262e-05,356.0
2vars_market_volatility_monetary_policy,4,3,nat_fin_condition_indx,0.01420239509252759,2.1390096973068293,0.035633113799132365,356.0
2vars_market_volatility_monetary_policy,4,3,vix,-0.03856126271179058,-5.558376287821854,3.8328047224922557e-07,356.0
2vars_market_volatility_monetary_policy,5,0,vix,-0.03631524332739774,-3.5329042746614365,0.001119838845460519,356.0
2vars_market_volatility_monetary_policy,5,1,export_price_index,0.09257503582063563,2.0123665142281384,0.04894141708212829,356.0
2vars_market_volatility_monetary_policy,5,1,vix,-0.0359776567898066,-3.9727483961818497,0.0002029100561034003,356.0
2vars_market_volatility_monetary_policy,5,2,nat_fin_condition_indx,0.01380925358967313,2.018826548772166,0.047760971110794026,356.0
2vars_market_volatility_monetary_policy,5,2,vix,-0.03795043391880838,-4.902523138536099,6.9499258450456125e-06,356.0
2vars_market_volatility_monetary_policy,5,3,vix,-0.03478398181916078,-4.2230548143131275,8.88257821713978e-05,356.0
2vars_market_volatility_monetary_policy,5,4,vix,-0.03842599905637934,-5.014089122829514,4.634520401447517e-06,356.0
