combination,K,regime,avg_weight,r_squared,10y_2y_spread,10y_treasury_const_maturity_rate,PCE_price_index,PPI_inflation,cpi,export_price_index,fed_reserve_discount_rate,fedfunds,import_price_index,m2_real_money_supply,nat_fin_condition_indx,retail_sales,tot_business_inventories,unemployment,vix
2vars_inflation_market_volatility,2,0,0.5271749005001863,0.3258233570705425,0.0059133303608941,-0.0172558545725221,-0.4232009555706179,-0.0871250030096563,0.5002702399774566,0.0652783234221664,-0.0014822170285954,0.0261749942534508,-0.0207903321633545,0.0231289752834671,0.0119331376957005,-0.0273192965968004,-0.0277905306469332,0.0131862288247904,-0.0351346286251992
2vars_inflation_market_volatility,2,1,0.4728250994998138,0.3725514312973305,0.0042849048534321,-0.0326116815554637,-0.4224624579099811,-0.1288553881956003,0.5046693262170525,0.0912772535358449,0.014084585052366,0.0137735399192794,-0.0158907251731147,0.0420084846333258,0.0156281212151001,-0.0396751879205835,-0.0416934058732681,0.0104287887166377,-0.0393467319047054
2vars_inflation_market_volatility,3,0,0.3506942852535355,0.3461431992416464,0.0020445224568412,-0.0215542403293788,-0.3840682685012431,-0.1295739994090936,0.4696949681411269,0.0934056068448679,0.0202956445997905,0.001548522621638,-0.0165751908504424,0.0438043848937773,0.0176888288524476,-0.0392027854835107,-0.0424483241579267,0.0090099867063281,-0.0392764053574178
2vars_inflation_market_volatility,3,1,0.2500460855509459,0.3890782997958064,0.0081890218928177,-0.038260292641652,-0.4619760556005323,-0.1093672835316114,0.5479520767254973,0.0822826530147075,0.0020222929671514,0.0340455955946608,-0.0235938276726769,0.0333107318037756,0.0128576905655866,-0.0369567658850875,-0.0418755154939001,0.0129798106526527,-0.0377347331713682
2vars_inflation_market_volatility,3,2,0.3992596291955186,0.3347957962195623,0.005555568479816,-0.017805448593892,-0.4478197573656181,-0.0813104567538409,0.5179918396994946,0.0651606109900687,-0.0016796651440604,0.0258332956764772,-0.0226689012071913,0.0230229773386557,0.0121456234836125,-0.0265816468736419,-0.0259114913536265,0.0138406233764433,-0.0353154890068018
2vars_inflation_market_volatility,4,0,0.2982088665989675,0.336187397871175,0.0035374939278824,-0.0174685499989593,-0.4991418947195842,-0.0758812394969911,0.5587889792425147,0.068316315471661,-0.0003247915036113,0.0221187529305102,-0.0253783365287639,0.0242715842731819,0.0117520885317119,-0.0279889477503822,-0.0221823882494086,0.014669117700507,-0.0346106796424873
2vars_inflation_market_volatility,4,1,0.2405310563265271,0.3276586999761988,0.0012587025457038,-0.0228242802946428,-0.4953079442578829,-0.115953616903234,0.5678854492559103,0.0824494496624226,0.0114344814005434,0.0064113352283734,-0.0133747217398657,0.0410766280185031,0.0153856071966076,-0.0335187260076834,-0.0404071826691573,0.0091103270504094,-0.0371783164522029
2vars_inflation_market_volatility,4,2,0.2593450098450938,0.3543814073203732,0.0089745619940217,-0.0268365125274665,-0.2665092732075783,-0.122157753804328,0.3667594462316518,0.0844662758808803,0.0128808126768137,0.0211902944592488,-0.0212426783577439,0.0332305739018989,0.0158969898318453,-0.0358475212570837,-0.0408900398795883,0.0105903836166214,-0.0391025226959552
2vars_inflation_market_volatility,4,3,0.2019150672294116,0.3943432153544201,0.0060134010863062,-0.0362694822855556,-0.438465575408446,-0.1049812733896999,0.5248762309985017,0.0832561836067522,0.0013012436579774,0.0329334843266634,-0.0265224801679158,0.0286239885899541,0.0133282141351493,-0.036342922404397,-0.0406113961652034,0.0141102586573319,-0.0381822166286621
2vars_inflation_market_volatility,5,0,0.1918077360292211,0.3334234947996191,0.0073130625258632,-0.0370970662281557,-0.416482862883148,-0.1058320557562723,0.4967150554956205,0.0906943364981978,0.0087317762492468,0.0228733186386078,-0.0302160576548981,0.0359988893196414,0.0157844431782986,-0.0366697483966025,-0.047074971124678,0.0095175091209731,-0.0379013996269721
2vars_inflation_market_volatility,5,1,0.2552747192656316,0.3357234377764446,0.0035683903736897,-0.0172795080001316,-0.4996154629824005,-0.0766012948841734,0.5605728676566103,0.0687297646400686,0.0003323335710302,0.0214731040883801,-0.0251998086564566,0.0252886502967551,0.0118810484063547,-0.0293496946117075,-0.0227901863161045,0.0144545160747338,-0.0346841704884552
2vars_inflation_market_volatility,5,2,0.1571730674117706,0.4291859317961964,0.0042595243531528,-0.0264216365342543,-0.4984506010435285,-0.1115515774235792,0.5870611886714117,0.0806685457818533,0.0087298125550667,0.0200581462000313,-0.0195203805050894,0.0379205414664226,0.0135224184103016,-0.0452796630139706,-0.0344153598135105,0.0140355601105442,-0.0389628992127646
2vars_inflation_market_volatility,5,3,0.2194696597702485,0.344719177150362,0.0080357254717188,-0.025905656624084,-0.2597915806899685,-0.1188359067445777,0.3568786513635433,0.0851922040358905,0.0129433259446688,0.0188268840515909,-0.0236146485769053,0.0310534601854637,0.01535154265918,-0.0332307893456766,-0.0407203064197014,0.0108870439427076,-0.0382227196738323
2vars_inflation_market_volatility,5,4,0.1762748175231281,0.3275879069985414,0.0001009483955176,-0.0191349408429376,-0.462118052511087,-0.1161624977750618,0.5297784790438904,0.0761422345646676,0.0057522864150787,0.0120432588532836,-0.0085205777224541,0.0340074226438413,0.0146521719021047,-0.0229753905836816,-0.0332124545646971,0.0119470832287034,-0.0360785213682201
2vars_inflation_market_volatility,6,0,0.1438168758943717,0.3462017661262104,0.0018635024230539,-0.0211643026300766,-0.4348342987949835,-0.1034690164344427,0.5106183523740387,0.0721688690840346,0.0036948046026656,0.017389711502493,-0.0124725428385043,0.0371209607154458,0.0137786200104287,-0.0330572944492788,-0.0386054671971059,0.0107210494137577,-0.0360424404263024
2vars_inflation_market_volatility,6,1,0.1638205481642599,0.3250764597296527,0.0073086941627804,-0.0256230280539841,-0.2684957612400382,-0.1108500968635974,0.3685573831248444,0.0722841787425145,0.0071819460407685,0.0222952835099745,-0.0167533829425845,0.0335767217646611,0.0143490877439438,-0.0341253720701572,-0.0471280828236512,0.0096152121630664,-0.0362791261332427
